Date,Portfolio_Returns,SPY_Returns
2020-01-03,0.005474137505792752,-0.0075722201509195175
2020-01-06,0.011406063436917037,0.003815049727655895
2020-01-07,0.01181556672606594,-0.002811567651423652
2020-01-08,0.029302186972258816,0.005329312726588764
2020-01-09,0.002216743542917587,0.006780781056964669
2020-01-10,-0.00267194704661291,-0.0028777230732401904
2020-01-13,0.05002616278583924,0.006877348297682051
2020-01-14,0.0031430887429598105,-0.0015246532490275078
2020-01-15,-0.014859629941329989,0.00225996089894398
2020-01-16,0.0048103074875492265,0.00831867703221989
2020-01-17,0.003218396428018533,0.0031122096235458585
2020-01-21,0.02532732824518982,-0.0019581453700716622
2020-01-22,0.016811857200367354,0.00012072685002340044
2020-01-23,0.005011493735316153,0.0011469173944078648
2020-01-24,-0.008327125302257455,-0.008893059506224876
2020-01-27,-0.019922451547726473,-0.016029707130432502
2020-01-28,0.02160029937297612,0.01047935522239829
2020-01-29,0.021433302649208445,-0.0008259254399298754
2020-01-30,0.04624675919105106,0.0032454591865918037
2020-01-31,-0.014595033208249219,-0.018158158152054127
2020-02-03,0.0833566782603686,0.007428643472935814
2020-02-04,0.0746914059685874,0.015241233478003657
2020-02-05,-0.06568585144053692,0.011547934051998832
2020-02-06,0.016589219602371943,0.0033648099964402878
2020-02-07,-0.005629213807995282,-0.00532958456901389
2020-02-10,0.019541859825375422,0.007465588568977832
2020-02-11,-0.005320761902073557,0.0017326112726603338
2020-02-12,0.006129592428918286,0.006443042567966906
2020-02-13,0.015206162235020606,-0.0010670317202838842
2020-02-14,-9.107200951254949e-05,0.001602010229389661
2020-02-18,0.023888235810762205,-0.002577030768113775
2020-02-19,0.03389530847282654,0.0047814664324163925
2020-02-20,-0.01501032006428198,-0.004108285176293691
2020-02-21,-0.014669374578162864,-0.010298355402179049
2020-02-24,-0.05746127013733165,-0.0331655071694954
2020-02-25,-0.03310269189663513,-0.030301922277613524
2020-02-26,-0.0017117665331072285,-0.0036784999168092414
2020-02-27,-0.09149746475328628,-0.044911376793279834
2020-02-28,-0.0018773238497488353,-0.004201511353058129
2020-03-02,0.09583611045493959,0.04330637939783166
2020-03-03,-0.021270829297875805,-0.0286324953928212
2020-03-04,0.028037544890520617,0.04203296017658631
2020-03-05,-0.03131474054868544,-0.033241611731281595
2020-03-06,-0.022592181744707143,-0.016531114107485867
2020-03-09,-0.09948150825617329,-0.07809432185517406
2020-03-10,0.06704470986319673,0.05174496620251512
2020-03-11,-0.029832697618951715,-0.0487487217833974
2020-03-12,-0.10493847799427461,-0.09567708350086856
2020-03-13,0.06641673769886935,0.08548646511002045
2020-03-16,-0.1552480380612917,-0.10942385167268864
2020-03-17,0.020691251437370536,0.05399203548590159
2020-03-18,-0.0823489066929681,-0.05063282134485303
2020-03-19,0.07377656638150949,0.002124934226739539
2020-03-20,-0.033008862311726374,-0.043094262242589054
2020-03-23,-0.004167824913702312,-0.025568152425217927
2020-03-24,0.1234362887608689,0.09060303094405842
2020-03-25,0.023010570468002124,0.014970534823020243
2020-03-26,0.025333302125813795,0.0583896272060862
2020-03-27,-0.0352244203857955,-0.02978581115771517
2020-03-30,0.015972432243349346,0.03247591415426232
2020-03-31,0.013460019514692757,-0.014905348286217146
2020-04-01,-0.06054543017166113,-0.045004844527469445
2020-04-02,-0.011685456595351206,0.023075287297804836
2020-04-03,0.014888375470350091,-0.014454137477461049
2020-04-06,0.07995954379889487,0.06716619601369889
2020-04-07,0.01584576716282384,0.0010193976178847208
2020-04-08,0.014730326329908606,0.033568713198807165
2020-04-09,0.020506497297239613,0.015217001266794705
2020-04-13,0.06271449048301854,-0.00912987580365121
2020-04-14,0.06631583433465385,0.02949269801791421
2020-04-15,0.0054891147740747,-0.021248231365404546
2020-04-16,0.017611781094984735,0.004824510012750638
2020-04-17,0.0009939453869150404,0.027015651853728784
2020-04-20,-0.01626215583819337,-0.01761837021239443
2020-04-21,-0.05259872193690132,-0.03036307246893466
2020-04-22,0.044753120912238264,0.022194543107876274
2020-04-23,-0.018438401535279893,-7.153086005007303e-05
2020-04-24,0.026264989194262258,0.013938363985253943
2020-04-27,0.04030838403265055,0.014418702824537277
2020-04-28,-0.02619416424419836,-0.004598704736420212
2020-04-29,0.0384380193760109,0.026178251922700513
2020-04-30,0.0011356659080195902,-0.009310077955290041
2020-05-01,-0.05283145002890304,-0.026473471534256388
2020-05-04,0.04469858419456388,0.0027583358290261817
2020-05-05,0.011839757859633915,0.009239058478154316
2020-05-06,0.013578577442462781,-0.006778516704044835
2020-05-07,0.004001135951090884,0.012066652068375872
2020-05-08,0.03089086811289557,0.016546289491244037
2020-05-11,0.004556464146957363,0.00020480365906805353
2020-05-12,-0.010028544079526358,-0.019931725717993176
2020-05-13,-0.01697211641220555,-0.017685832381771127
2020-05-14,0.009581127180470527,0.011967641866641676
2020-05-15,-0.0015225461911005044,0.0045969519792965485
2020-05-18,0.018572980568223672,0.030459620168959756
2020-05-19,-0.006458849894267438,-0.010271072269103732
2020-05-20,0.014290914013959988,0.016987855174707578
2020-05-21,0.0005206721379301445,-0.006904193059613428
2020-05-22,-0.0025185917975127487,0.0018993901449755324
2020-05-26,-0.0038492771999215415,0.012320445208472863
2020-05-27,0.0026713257770971223,0.014878892235604235
2020-05-28,-0.007307010498734124,-0.0018446066933338612
2020-05-29,0.016139836185327994,0.004455738054968794
2020-06-01,0.034688362723134095,0.004041702537003422
2020-06-02,-0.003239491875437395,0.008280364306556542
2020-06-03,0.0033238737132858633,0.013308201970954281
2020-06-04,-0.014494716785970497,-0.0026268748525173358
2020-06-05,0.025919523420751836,0.025629748755516824
2020-06-08,0.032626649376916506,0.012087085405837694
2020-06-09,0.010265242353628825,-0.007456524945912313
2020-06-10,0.05359012700061276,-0.0055800675602453165
2020-06-11,-0.050317503511323025,-0.05764881271157096
2020-06-12,-0.01041164201422271,0.011975619227865941
2020-06-15,0.03001272026429245,0.00933584579077773
2020-06-16,0.011961749244277266,0.019247521788838595
2020-06-17,0.004069816441580932,-0.004153657504739727
2020-06-18,0.007209383260081292,0.00038498433610922866
2020-06-19,-0.004697110500304524,-0.0057150933726835
2020-06-22,0.013390693442270464,0.006415238420728109
2020-06-23,0.012875101843842485,0.004603298949554802
2020-06-24,-0.027435156856881162,-0.025508470816405393
2020-06-25,0.01829898711272184,0.010721028545796818
2020-06-26,-0.026938694079229067,-0.023751925666588458
2020-06-29,0.03204454755337997,0.014697481373412868
2020-06-30,0.03637180926560015,0.012809909526096064
2020-07-01,0.01516356078578669,0.0070046207877509925
2020-07-02,0.03333110971137816,0.005506990928438205
2020-07-06,0.06892304741540399,0.015437255894557467
2020-07-07,0.0017642147002778332,-0.010313768284401004
2020-07-08,0.006813411636540678,0.0076486166191849225
2020-07-09,0.011437205377059811,-0.005693023760114602
2020-07-10,0.04323230001125333,0.010210638054260146
2020-07-13,-0.02034701920119786,-0.008659022760462487
2020-07-14,0.01313008208207549,0.012959019137050332
2020-07-15,0.010156434693930572,0.009186837302344486
2020-07-16,-0.020621514998381097,-0.003293144219417621
2020-07-17,-0.0017747457527206969,0.0028992679335624327
2020-07-20,0.05491390364721589,0.008081367363177439
2020-07-21,-0.02638604185551572,0.002127788027388444
2020-07-22,0.010111385735683464,0.005691905639784833
2020-07-23,-0.04681600942845661,-0.011931429000176741
2020-07-24,-0.027612748728158998,-0.006440556213709869
2020-07-27,0.04662197640541712,0.007292106147424704
